File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF747NRM	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR893EFU	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DDX6-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF515CUN/, /files/ENCFF593SPI/	931495	Gene Yeo, UCSD	599a1c2d577fddadf7806ddcf51a02af		https://www.encodeproject.org/files/ENCFF747NRM/@@download/ENCFF747NRM.bed.gz				released	s3://encode-public/2016/11/30/9c421be4-5e1f-409d-bf61-e7e466109bc8/ENCFF747NRM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/9c421be4-5e1f-409d-bf61-e7e466109bc8/ENCFF747NRM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF608UGQ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR893EFU	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DDX6-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF242MDU/, /files/ENCFF593SPI/	1830075	Gene Yeo, UCSD	433b12047278f8518ee56c5e1d64c9cf		https://www.encodeproject.org/files/ENCFF608UGQ/@@download/ENCFF608UGQ.bed.gz				released	s3://encode-public/2016/11/30/56e6eb7d-c4fa-4a46-8543-4cbeffe366f8/ENCFF608UGQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/56e6eb7d-c4fa-4a46-8543-4cbeffe366f8/ENCFF608UGQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF151HRC	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR001VAC	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NOLC1-human	RNA				ultraviolet irradiation	strand-specific	2017-11-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF624HKO/, /files/ENCFF754NXM/, /files/ENCFF415WMT/, /files/ENCFF039QTN/, /files/ENCFF362IRW/, /files/ENCFF942SMX/	36544	Gene Yeo, UCSD	9a9e5af949b478eed8257be00e56da02		https://www.encodeproject.org/files/ENCFF151HRC/@@download/ENCFF151HRC.bed.gz				released	s3://encode-public/2018/06/08/64acc923-32a9-4e59-affb-223c0ef444e1/ENCFF151HRC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/64acc923-32a9-4e59-affb-223c0ef444e1/ENCFF151HRC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF327YTD	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR001VAC	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NOLC1-human	RNA				ultraviolet irradiation	strand-specific	2017-11-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF810IDY/, /files/ENCFF315OLY/, /files/ENCFF102JHG/, /files/ENCFF193VAQ/, /files/ENCFF032GIW/, /files/ENCFF269URO/	36997	Gene Yeo, UCSD	87d9172075cefdb1d9c46d1953ed0214		https://www.encodeproject.org/files/ENCFF327YTD/@@download/ENCFF327YTD.bed.gz				released	s3://encode-public/2018/12/03/cf094277-b11c-4e6e-a1a9-366aca0745a2/ENCFF327YTD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/cf094277-b11c-4e6e-a1a9-366aca0745a2/ENCFF327YTD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF754NXM	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR001VAC	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NOLC1-human	RNA				ultraviolet irradiation	strand-specific	2017-11-19	ENCODE		see document	175-300	1	1_1							/files/ENCFF624HKO/, /files/ENCFF415WMT/	1379215	Gene Yeo, UCSD	09296cff2a3908e465d1e2991febdee0		https://www.encodeproject.org/files/ENCFF754NXM/@@download/ENCFF754NXM.bed.gz				released	s3://encode-public/2016/11/30/2d4116db-de84-468e-a87c-a6795b7e3c55/ENCFF754NXM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/2d4116db-de84-468e-a87c-a6795b7e3c55/ENCFF754NXM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF942SMX	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR001VAC	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NOLC1-human	RNA				ultraviolet irradiation	strand-specific	2017-11-19	ENCODE		see document	175-300	2	2_1							/files/ENCFF362IRW/, /files/ENCFF415WMT/	2008142	Gene Yeo, UCSD	912c80ac5ce709f6338e456146bd7aaa		https://www.encodeproject.org/files/ENCFF942SMX/@@download/ENCFF942SMX.bed.gz				released	s3://encode-public/2016/11/30/43db29ed-3584-4a82-8d45-dc8d68b4cd8e/ENCFF942SMX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/43db29ed-3584-4a82-8d45-dc8d68b4cd8e/ENCFF942SMX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF193VAQ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR001VAC	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NOLC1-human	RNA				ultraviolet irradiation	strand-specific	2017-11-19	ENCODE		see document	175-300	1	1_1							/files/ENCFF102JHG/, /files/ENCFF032GIW/	1352221	Gene Yeo, UCSD	eaa346fe2042698be6cf1e747fca9dc2		https://www.encodeproject.org/files/ENCFF193VAQ/@@download/ENCFF193VAQ.bed.gz				released	s3://encode-public/2016/11/30/c180ee5c-05ba-4f45-80b1-5f532b9b3154/ENCFF193VAQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/c180ee5c-05ba-4f45-80b1-5f532b9b3154/ENCFF193VAQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF810IDY	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR001VAC	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NOLC1-human	RNA				ultraviolet irradiation	strand-specific	2017-11-19	ENCODE		see document	175-300	2	2_1							/files/ENCFF315OLY/, /files/ENCFF032GIW/	1964698	Gene Yeo, UCSD	592e35de371e7a1b1577e8599d5ca4d3		https://www.encodeproject.org/files/ENCFF810IDY/@@download/ENCFF810IDY.bed.gz				released	s3://encode-public/2016/11/30/de8b3832-df71-4ca0-bde7-7d12804c93ed/ENCFF810IDY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/de8b3832-df71-4ca0-bde7-7d12804c93ed/ENCFF810IDY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF169SMQ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR725ARB	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF683KLO/, /files/ENCFF259KQL/, /files/ENCFF606WSU/, /files/ENCFF764ZUP/, /files/ENCFF039QTN/, /files/ENCFF450VBG/	119335	Gene Yeo, UCSD	deff0d5a65ecf935990bd93a527624f6		https://www.encodeproject.org/files/ENCFF169SMQ/@@download/ENCFF169SMQ.bed.gz				released	s3://encode-public/2018/06/08/1f62de64-d35e-4922-bd64-7c9dcfc104d8/ENCFF169SMQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/1f62de64-d35e-4922-bd64-7c9dcfc104d8/ENCFF169SMQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF810NKV	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR725ARB	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF564VOC/, /files/ENCFF604NYA/, /files/ENCFF637HZJ/, /files/ENCFF251DMV/, /files/ENCFF269URO/, /files/ENCFF132SLV/	169717	Gene Yeo, UCSD	f1822daab54cf009e164160153aeaeaa		https://www.encodeproject.org/files/ENCFF810NKV/@@download/ENCFF810NKV.bed.gz				released	s3://encode-public/2018/12/03/f356af2c-bfda-4fe2-87b9-df3d21939048/ENCFF810NKV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/f356af2c-bfda-4fe2-87b9-df3d21939048/ENCFF810NKV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF450VBG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR725ARB	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF259KQL/, /files/ENCFF764ZUP/	490809	Gene Yeo, UCSD	7cb2288c9b0980fea5826c1ac16fd065		https://www.encodeproject.org/files/ENCFF450VBG/@@download/ENCFF450VBG.bed.gz				released	s3://encode-public/2016/11/30/48862d7d-cf7d-4387-9785-ca7135bc43f0/ENCFF450VBG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/48862d7d-cf7d-4387-9785-ca7135bc43f0/ENCFF450VBG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF683KLO	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR725ARB	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF606WSU/, /files/ENCFF764ZUP/	2662972	Gene Yeo, UCSD	f77f7911efae94889d7a786b3ccd3ee4		https://www.encodeproject.org/files/ENCFF683KLO/@@download/ENCFF683KLO.bed.gz				released	s3://encode-public/2016/11/30/7568281c-33d2-4c90-a8e6-79a5c572b7c3/ENCFF683KLO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/7568281c-33d2-4c90-a8e6-79a5c572b7c3/ENCFF683KLO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF564VOC	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR725ARB	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF604NYA/, /files/ENCFF132SLV/	1516800	Gene Yeo, UCSD	7eac1b364414849abb28aa6b1461aae9		https://www.encodeproject.org/files/ENCFF564VOC/@@download/ENCFF564VOC.bed.gz				released	s3://encode-public/2016/11/30/3891b82d-9d64-472f-b6c3-aa4a8bdc388a/ENCFF564VOC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/3891b82d-9d64-472f-b6c3-aa4a8bdc388a/ENCFF564VOC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF637HZJ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR725ARB	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF251DMV/, /files/ENCFF132SLV/	2605480	Gene Yeo, UCSD	3f29420f2e078b11f7c93abdd9e568ae		https://www.encodeproject.org/files/ENCFF637HZJ/@@download/ENCFF637HZJ.bed.gz				released	s3://encode-public/2016/11/30/38e937b9-8e19-47ba-9b12-0a93677e8eae/ENCFF637HZJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/38e937b9-8e19-47ba-9b12-0a93677e8eae/ENCFF637HZJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF036IYW	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR081JYH	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NSUN2-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF270MTA/, /files/ENCFF257SMG/, /files/ENCFF479GVM/, /files/ENCFF112GWP/, /files/ENCFF039QTN/, /files/ENCFF384EMH/	3563	Gene Yeo, UCSD	a2af25434f7aec4fc505edebed9d8ab2		https://www.encodeproject.org/files/ENCFF036IYW/@@download/ENCFF036IYW.bed.gz				released	s3://encode-public/2018/06/08/a67180c7-5582-42d1-beca-cfbfd1cdeac2/ENCFF036IYW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/a67180c7-5582-42d1-beca-cfbfd1cdeac2/ENCFF036IYW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF233PRB	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR081JYH	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NSUN2-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF790KXQ/, /files/ENCFF062YKQ/, /files/ENCFF568SAI/, /files/ENCFF269URO/, /files/ENCFF496SLO/, /files/ENCFF862LPP/	4116	Gene Yeo, UCSD	349f692fd5b76fe43929851bc4e68cc3		https://www.encodeproject.org/files/ENCFF233PRB/@@download/ENCFF233PRB.bed.gz				released	s3://encode-public/2018/12/03/86f09729-cbe4-4967-9a31-7b8483b5d63f/ENCFF233PRB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/86f09729-cbe4-4967-9a31-7b8483b5d63f/ENCFF233PRB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF257SMG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR081JYH	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NSUN2-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF384EMH/, /files/ENCFF112GWP/	98068	Gene Yeo, UCSD	dc31106b8edfb0274cfa6009d3166ab2		https://www.encodeproject.org/files/ENCFF257SMG/@@download/ENCFF257SMG.bed.gz				released	s3://encode-public/2016/11/30/2c122a5a-5a77-4c6c-9134-f40dba84da98/ENCFF257SMG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/2c122a5a-5a77-4c6c-9134-f40dba84da98/ENCFF257SMG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF270MTA	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR081JYH	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NSUN2-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF479GVM/, /files/ENCFF112GWP/	366616	Gene Yeo, UCSD	cc1ab5a1fd581c787c60826ac11946af		https://www.encodeproject.org/files/ENCFF270MTA/@@download/ENCFF270MTA.bed.gz				released	s3://encode-public/2016/11/30/9df9e75c-80b7-4114-94a9-46c3933fb88d/ENCFF270MTA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/9df9e75c-80b7-4114-94a9-46c3933fb88d/ENCFF270MTA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF496SLO	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR081JYH	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NSUN2-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF790KXQ/, /files/ENCFF568SAI/	96758	Gene Yeo, UCSD	32d96eab0f841f3e229273d2767125b7		https://www.encodeproject.org/files/ENCFF496SLO/@@download/ENCFF496SLO.bed.gz				released	s3://encode-public/2016/11/30/0432b9bf-4e2c-4f01-a092-00c2017dc2f6/ENCFF496SLO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/0432b9bf-4e2c-4f01-a092-00c2017dc2f6/ENCFF496SLO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF062YKQ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR081JYH	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NSUN2-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF862LPP/, /files/ENCFF568SAI/	358524	Gene Yeo, UCSD	fa0709bd1ab46b334ff26b582c87454b		https://www.encodeproject.org/files/ENCFF062YKQ/@@download/ENCFF062YKQ.bed.gz				released	s3://encode-public/2016/11/30/2ecb6312-531e-4514-808b-4f77c17f0b0c/ENCFF062YKQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/2ecb6312-531e-4514-808b-4f77c17f0b0c/ENCFF062YKQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF623DVN	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR589YHM	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										HLTF-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF615TJD/, /files/ENCFF043RMT/, /files/ENCFF370ROE/, /files/ENCFF952TOI/, /files/ENCFF726GRF/, /files/ENCFF039QTN/	4424	Gene Yeo, UCSD	1bd8f67b80a127a15f93ba479ff21608		https://www.encodeproject.org/files/ENCFF623DVN/@@download/ENCFF623DVN.bed.gz				released	s3://encode-public/2018/06/08/c09c3cd0-2b94-4964-80d4-8fdf805dd522/ENCFF623DVN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/c09c3cd0-2b94-4964-80d4-8fdf805dd522/ENCFF623DVN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF406MSI	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR589YHM	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										HLTF-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF114YWP/, /files/ENCFF269URO/, /files/ENCFF057MVG/, /files/ENCFF115CKY/, /files/ENCFF854GBT/, /files/ENCFF568BOI/	6439	Gene Yeo, UCSD	e89ecc74974bece1aa402d3618277ae9		https://www.encodeproject.org/files/ENCFF406MSI/@@download/ENCFF406MSI.bed.gz				released	s3://encode-public/2018/12/03/a849181f-4fa8-40cd-b3cf-1d18e5d91459/ENCFF406MSI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/a849181f-4fa8-40cd-b3cf-1d18e5d91459/ENCFF406MSI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF726GRF	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR589YHM	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										HLTF-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF043RMT/, /files/ENCFF615TJD/	1855182	Gene Yeo, UCSD	9aa9214ecfc1e2a5df55a0ead10fb939		https://www.encodeproject.org/files/ENCFF726GRF/@@download/ENCFF726GRF.bed.gz				released	s3://encode-public/2016/11/30/247d1b17-b287-468c-963d-502e34ab0a4e/ENCFF726GRF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/247d1b17-b287-468c-963d-502e34ab0a4e/ENCFF726GRF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF952TOI	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR589YHM	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										HLTF-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF370ROE/, /files/ENCFF615TJD/	1987749	Gene Yeo, UCSD	f235142488e71e079ff3fabaa1e86ce0		https://www.encodeproject.org/files/ENCFF952TOI/@@download/ENCFF952TOI.bed.gz				released	s3://encode-public/2016/11/30/f1acd98c-dd67-4d7d-bc6d-33a684b2085f/ENCFF952TOI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/f1acd98c-dd67-4d7d-bc6d-33a684b2085f/ENCFF952TOI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF114YWP	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR589YHM	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										HLTF-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF057MVG/, /files/ENCFF568BOI/	2008469	Gene Yeo, UCSD	d0291f5416921ef4976bda38afd91399		https://www.encodeproject.org/files/ENCFF114YWP/@@download/ENCFF114YWP.bed.gz				released	s3://encode-public/2016/11/30/85026b98-4638-4e2c-9aee-5ce31028e99e/ENCFF114YWP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/85026b98-4638-4e2c-9aee-5ce31028e99e/ENCFF114YWP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF854GBT	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR589YHM	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										HLTF-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF115CKY/, /files/ENCFF568BOI/	1874724	Gene Yeo, UCSD	5938a54b4b9a8d66ba6de657ba08ee64		https://www.encodeproject.org/files/ENCFF854GBT/@@download/ENCFF854GBT.bed.gz				released	s3://encode-public/2016/11/30/d70986f9-2079-4147-993c-96b42bd5f75f/ENCFF854GBT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/d70986f9-2079-4147-993c-96b42bd5f75f/ENCFF854GBT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF871BYW	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR438GZQ	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF133EJA/, /files/ENCFF644CKP/, /files/ENCFF498QZQ/, /files/ENCFF531NDZ/, /files/ENCFF039QTN/, /files/ENCFF665BIZ/	513911	Gene Yeo, UCSD	31034fc082ca9416cf7d8b92f2c441f6		https://www.encodeproject.org/files/ENCFF871BYW/@@download/ENCFF871BYW.bed.gz				released	s3://encode-public/2018/06/08/5d94d6e1-e913-437b-9a43-a97d9041fabd/ENCFF871BYW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/5d94d6e1-e913-437b-9a43-a97d9041fabd/ENCFF871BYW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
